date,permno,target,predicted
202310,28484,-0.060909191999999994,-0.20057768
202003,61241,-0.0013000000000000008,-0.20007627
202305,92108,-0.044907539,-0.1998582
202307,89393,-0.007950678,-0.19975436
202311,66093,0.0715740323,-0.1993449
202307,75825,0.1607830839,-0.19920053
202309,78987,-0.050609792,-0.19918579
202312,89525,0.0424891879,-0.19870304
202309,77661,-0.101342479,-0.198427
201911,12872,-0.044671482,-0.19825472
202309,91556,-0.074286053,-0.19726636
202305,75241,-0.07149244,-0.19726425
202312,75825,-0.009337805999999999,-0.1972443
201903,89393,-0.0062004980000000005,-0.19667254
202310,66157,-0.040392744,-0.19600444
202307,90215,0.0605856793,-0.19566517
202310,22592,-0.033219608,-0.19560981
202308,34833,-0.009885713999999999,-0.19560607
202303,75825,0.0194932645,-0.19495922
202302,86783,0.0335335264,-0.19488518
202308,22592,-0.034365487,-0.19487312
202308,12369,-0.128815888,-0.19476455
202308,13356,0.028310404900000002,-0.194374
202310,75186,-0.056794727999999996,-0.19435856
202305,75825,-0.10555028,-0.19421585
202305,11990,-0.030262859999999996,-0.19418998
202304,75825,0.0459199097,-0.19414888
202312,57665,-0.016361276,-0.19413865
202301,14702,0.1413962986,-0.19393143
202310,34833,-0.052018064,-0.1927977
202301,88352,-0.077590838,-0.19273868
202309,38156,-0.015666933,-0.1922392
202303,89525,0.0163085753,-0.19211224
202301,22103,-0.0642953,-0.19162893
202311,47896,0.117993243,-0.19155273
202308,26403,-0.063111758,-0.19120058
202312,15488,0.0616607574,-0.19089837
202303,12060,0.1259006424,-0.1908195
202304,26403,0.0201692578,-0.19077349
202305,14702,0.178564073,-0.19056477
202303,13356,-0.015105463000000001,-0.18998337
202310,12872,-0.005294663,-0.18990569
202312,12369,0.132408796,-0.18984947
202303,91152,-0.012768278,-0.18954544
202312,12060,0.0442221185,-0.18924518
202303,92108,-0.036199192,-0.18872617
202312,25785,0.1838090999,-0.18849745
201904,89393,0.0371080173,-0.18844293
202311,48653,-0.078546949,-0.18842308
202310,48653,0.0716997659,-0.18841761
202301,90664,-0.057809445999999994,-0.18837099
202304,81774,-0.073165119,-0.18792887
202303,11850,-0.005874588,-0.18781605
202312,75186,0.117683096,-0.18778779
202311,12308,-0.011028558000000003,-0.18776223
202302,90664,0.0332047807,-0.1875237
202312,22592,0.0991621969,-0.1875092
202311,75186,0.178728342,-0.18750407
202303,85913,-0.022508132,-0.18750067
202304,90664,0.040913805,-0.18723999
202312,25232,0.0155983699,-0.18639971
202011,13628,0.0697172376,-0.18624304
202311,85269,-0.009281884999999998,-0.18614401
202312,82800,0.1922799928,-0.18583886
202303,34817,-0.078014723,-0.18575577
202312,13407,0.0776501728,-0.18574122
202304,34817,-0.044219938,-0.18568902
202312,66093,0.0083735661,-0.18537271
202301,46886,0.0374782045,-0.18534197
202304,57665,0.029768116400000003,-0.18522374
202302,78987,0.0451441387,-0.18511626
202308,89393,-0.016550956,-0.18510692
202304,22592,0.007060371,-0.18500482
202310,18542,-0.171916107,-0.18481459
202306,13407,0.0800888843,-0.18430991
202303,15826,-0.108904331,-0.18426023
202312,19561,0.1210291816,-0.18419938
202312,77661,0.1861127598,-0.18410103
202312,12872,-0.009863388000000002,-0.183946
202310,13407,-0.0011691459999999994,-0.18353936
202311,60628,0.0736090764,-0.18342093
202304,18428,-0.011161404000000002,-0.18271495
202303,59176,-0.055557056,-0.18264723
202309,34817,-0.09285316,-0.18256594
202310,75241,0.0364674865,-0.18234023
202309,85269,0.086616194,-0.18218292
202301,21207,0.1178982925,-0.18209979
202310,76841,-0.080455872,-0.18159878
202310,49154,-0.002710299000000001,-0.18127494
202310,78987,-0.091311174,-0.18093102
202311,26403,0.1316461712,-0.18091479
202302,46886,-0.03346524,-0.18091163
202307,13628,0.0452587584,-0.1807818
202309,93436,-0.034755617,-0.18019672
202302,36468,-0.065258024,-0.17984827
202312,12622,0.0787405504,-0.17946313
202303,60628,0.1264069094,-0.17925918
202310,88182,-0.330789293,-0.17902616
202312,12308,-0.03291573,-0.17898262
202312,21936,-0.059436148,-0.17888218
202311,82800,0.0242318585,-0.17881614
201108,66800,-0.117521627,-0.17847432
202310,15408,-0.069503816,-0.17807877
202111,75241,-0.030163591999999996,-0.17798981
202309,12591,0.023407876600000002,-0.17752391
202311,25232,0.0515816211,-0.177461
202308,75241,0.0498270893,-0.17679699
202303,86580,0.1930315657,-0.1763174
202310,14338,0.004289254,-0.17606077
202307,11990,0.0558571609,-0.17596817
202306,34833,0.0188928104,-0.1756937
202302,13928,-0.151180448,-0.1755751
202309,13356,0.048170196,-0.17550562
202308,14702,0.0053291328,-0.17535608
202311,92221,0.301643148,-0.17534922
202303,76614,0.0769475935,-0.17529385
202302,93002,0.0124629213,-0.17522472
202308,28484,0.0137561409,-0.17505893
202305,13356,-0.0676404,-0.17496759
202311,25785,0.0479077175,-0.17482747
202312,11403,-0.007593424,-0.17463787
202304,85269,-0.182081715,-0.17463182
201905,75828,-0.018687423,-0.17459552
202307,78975,0.1139879839,-0.17453799
202302,59328,-0.108318607,-0.1745216
202309,61241,-0.031730965,-0.173532
202305,26403,-0.14545366,-0.17330122
202310,85631,-0.049550413,-0.17300834
202303,92221,0.0767770944,-0.17294629
202308,92257,0.0662352236,-0.17288674
202308,81055,-0.124394013,-0.17288159
202308,48486,-0.026894140999999996,-0.17252484
202009,15826,0.018639067,-0.17227691
202305,46886,0.1458023353,-0.1722269
202304,13356,-0.026976004999999997,-0.17221326
202310,92203,0.0157092897,-0.17176858
202304,53613,0.06502834669999999,-0.17171754
202311,75241,-0.021805859999999996,-0.17162517
202303,34833,0.0655598132,-0.17133884
202310,26403,0.0019624707999999994,-0.17127888
202310,11990,-0.105349305,-0.17106277
202301,12872,0.1007186171,-0.17090835
202302,12558,-0.071159551,-0.17086984
202301,14541,-0.033975242,-0.1708
202310,12591,-0.141954894,-0.17060949
202305,47896,-0.021901494,-0.17048717
202310,91556,0.0220375335,-0.17040142
202302,11850,-0.048137507,-0.17025077
202306,85269,0.0918520398,-0.16988757
201105,86783,-0.05817079499999999,-0.16977972
202309,92108,0.0029388513999999994,-0.16976736
202311,85631,0.1008471176,-0.16955066
202311,22592,0.1013724357,-0.16930263
202303,89393,0.0688862814,-0.16929434
201509,75034,-0.070714273,-0.16920973
202302,12369,-0.018150713,-0.16919929
202304,76709,-0.019337433,-0.16918094
202308,84788,0.0278907994,-0.16887988
202304,48486,-0.014893605999999998,-0.168734
202306,92257,0.0502960577,-0.16825837
202307,13407,0.1056818755,-0.16824591
202308,81774,-0.110659046,-0.16810873
202308,61241,-0.080374127,-0.16793902
202308,92108,0.0105777921,-0.16780402
202104,93436,0.0621472448,-0.16769466
202305,12558,-0.064241345,-0.16769429
202312,26403,-0.026956181999999995,-0.16753693
201101,66800,-0.163267819,-0.16752963
202308,79678,-0.002128334000000001,-0.167344
202301,19561,0.1146688979,-0.16710904
202301,36468,-0.006618044,-0.16710053
202302,18312,-0.214975598,-0.16692388
202308,34817,-0.004441834,-0.16686259
202101,16595,0.0572197305,-0.16664867
202302,64311,-0.083299073,-0.16603
202311,49154,0.2133091539,-0.16599225
202310,17144,0.024054431800000005,-0.16595007
202301,91233,0.06390860639999998,-0.16572747
202301,15488,0.1407010105,-0.1654864
202311,12060,0.1168372854,-0.16526368
202310,87842,-0.050797625000000006,-0.16524483
202306,90215,-0.058257363,-0.16511278
201912,77702,0.027746645200000003,-0.16499363
201511,79906,-0.027992861,-0.16466598
202302,57665,-0.070469829,-0.16463307
202310,93436,-0.202046359,-0.16441244
202301,90319,0.1167538013,-0.164258
201905,86580,-0.252818206,-0.16423112
202301,92402,0.1392219808,-0.16415747
202305,77274,-0.06770408,-0.16410607
202311,12872,-0.012565273,-0.16399182
202309,92221,-0.080431612,-0.16379625
202301,59176,0.1839787956,-0.16378765
202307,93436,0.0171220487,-0.16375335
202312,87842,0.03498958249999999,-0.16365315
202311,92402,0.1030753255,-0.1636368
202302,76614,-0.0008290190000000003,-0.1635341
202308,14714,0.2543174641,-0.1633998
202302,62092,-0.053493818,-0.16339152
202302,59176,-0.008773505,-0.1629862
202302,26403,-0.085250842,-0.1629201
202312,49154,0.0600449724,-0.16270103
202304,12558,-0.007926077,-0.16237749
202309,64186,0.0356623439,-0.16215448
202311,77357,0.1527872383,-0.16192843
202302,88352,-0.069743777,-0.16176887
202303,11990,-0.071568026,-0.16176574
201810,83111,-0.195698974,-0.16164954
202301,14542,0.12204940580000001,-0.16119663
202307,92257,0.0925144197,-0.16095687
202309,76709,-0.149271773,-0.16082147
202311,75510,0.1439855397,-0.16080572
202310,12060,-0.02206776,-0.16066937
202306,93436,0.2796267352,-0.16050659
202103,13928,0.018458046,-0.16046038
202306,88949,-0.020555903,-0.16038924
202311,12591,0.1891691833,-0.16023146
202303,91233,0.0192545554,-0.1601246
202312,75510,-0.027883958,-0.15990222
202307,10104,-0.016759576999999998,-0.15973839
202101,17830,-0.066943778,-0.15970357
202302,12872,-0.035846355,-0.15946768
202311,81055,0.1039029211,-0.15921485
202307,59408,0.11087119,-0.15913703
202211,78975,-0.049473106,-0.15907952
202310,19654,-0.054709813,-0.15906355
202312,60442,0.1516420526,-0.15896022
202307,48486,0.1131461577,-0.15880977
202009,14295,0.0964992585,-0.15850379
202308,13928,0.0109603934,-0.15830013
202312,89393,0.0229380188,-0.15824926
202303,71563,-0.277295469,-0.15823856
202303,15488,0.028193531,-0.15801086
202211,61399,0.0873795941,-0.15783767
202309,48653,0.0515347255,-0.15768494
202307,11403,-0.006674695999999999,-0.15759592
202307,77037,0.1300233023,-0.1574118
202308,38156,-0.0021778509999999997,-0.15726279
202012,13928,0.0107695729,-0.15721591
202309,26403,-0.03572922,-0.1570143
202311,22752,-0.006542099000000001,-0.1569691
202306,13911,0.1374859593,-0.15686956
202309,15488,-0.069089623,-0.15684907
202307,14702,0.0442754494,-0.15683077
202302,87447,-0.009446484,-0.15680638
202305,57665,-0.172949745,-0.15670906
202307,71563,0.0900634544,-0.15667097
202304,46886,-0.035140664,-0.1566261
202107,92221,0.007003455,-0.15650514
202311,11403,0.1349370181,-0.15644184
202308,85631,0.0424361618,-0.15643586
202302,60628,0.0448822694,-0.1558185
202304,86783,0.0092808852,-0.15574287
202307,64186,0.0471749807,-0.15551691
201905,14702,-0.11941339200000001,-0.15551184
202302,89525,-0.058800264,-0.15519725
202312,77274,0.0630629716,-0.15517843
202302,91556,-0.068126301,-0.1551549
202310,60628,-0.098388682,-0.15515222
202302,48725,0.0180995649,-0.15494305
202309,10104,-0.124492721,-0.15490976
202011,12060,0.3718676733,-0.15488617
202101,14295,-0.066951385,-0.15485294
202307,75510,0.1124348955,-0.15460473
202307,79678,0.0958558561,-0.1544201
202101,16140,0.0617315898,-0.15436627
202212,66157,-0.031940643,-0.15416764
201108,84788,-0.032861138,-0.15401363
202301,10696,0.0520060916,-0.15400349
202311,91556,0.1198563054,-0.15388538
201405,76614,0.0339182056,-0.15363386
202306,13928,0.0454460985,-0.15360142
202301,57904,0.0181847025,-0.15350936
202303,60871,0.0713441311,-0.15346615
202311,18542,0.104735136,-0.15327296
202305,59408,-0.054487968,-0.15311038
202312,85269,0.0327133966,-0.15307951
202010,86580,-0.073748401,-0.15295492
202307,78987,0.0440545956,-0.15278114
202303,88352,0.1100928424,-0.15253414
202309,86580,-0.122869545,-0.15241385
202308,75510,0.0196134521,-0.15235613
201905,89393,-0.075668329,-0.15228616
202009,86580,0.0118630462,-0.15203981
202103,16140,-0.132661358,-0.15195093
202303,93002,0.0836469693,-0.15186524
202303,53613,0.0399835421,-0.15161687
202301,76744,0.115344822,-0.15155868
202311,11990,0.3675313145,-0.15153992
202308,10104,0.0224555226,-0.15153793
202304,13511,-0.090012461,-0.15142334
202312,71563,0.1444243026,-0.15132505
202302,18542,-0.05389740500000001,-0.15127169
202302,28484,-0.10635689100000001,-0.15109554
202302,12060,0.0491595881,-0.15097643
202301,91556,0.0147648636,-0.15075229
201810,12060,-0.10730297600000001,-0.15072396
202307,14714,-0.047508771,-0.150704
202102,92221,-0.079460092,-0.15069619
202307,34817,0.0449572558,-0.1503626
202303,17830,-0.005231115,-0.15028867
201810,76614,-0.1622802,-0.15028445
202305,12060,0.0222663986,-0.15021129
202305,86783,-0.069690673,-0.15018333
202306,48486,0.04121643,-0.15015447
202307,92108,0.1311351525,-0.1501181
202301,13901,-0.018157583999999997,-0.15008533
202301,57665,0.0846975889,-0.15005499
202009,92221,-0.073787084,-0.15001154
201702,53613,-0.028189302,-0.14994428
202307,86580,0.1001523079,-0.14990927
201509,14541,-0.026052607,-0.14990279
202310,66800,0.0070162196,-0.14990203
201809,76614,-0.008162548000000002,-0.14945804
201403,93436,-0.148523346,-0.14937261
202309,14702,-0.097976344,-0.14934324
202303,75241,0.0433537526,-0.1492283
202308,76709,-0.082592009,-0.1491105
202308,18576,-0.04958693100000001,-0.14883937
202102,16932,0.0165797304,-0.148801
202306,11990,0.0835897855,-0.148651
202302,86580,0.1849094162,-0.1486223
202306,81055,0.0455154373,-0.1482906
202012,14295,0.1641658263,-0.14827408
202308,46886,-0.025474835,-0.14823918
202301,93002,0.042786203,-0.1481996
202302,17830,-0.015518198999999998,-0.14818573
202311,86783,0.1160992458,-0.14804643
202301,17830,-0.014102455000000002,-0.14799987
202311,12622,0.103232421,-0.14783505
202108,16932,-0.177231461,-0.14779398
202102,11850,0.23193573950000002,-0.14775544
201501,81774,-0.267016321,-0.14769079
202308,59176,-0.06898365,-0.14753234
201606,76841,-0.165560853,-0.14747731
201907,89393,-0.122585004,-0.14707114
202302,14541,-0.07086351,-0.14694427
202302,22103,-0.080877299,-0.1466748
202311,24766,0.0074787754,-0.14651048
202101,11850,0.0877214166,-0.14647377
202304,93002,-0.026943555,-0.14627811
202303,48653,-0.021124539999999997,-0.14627595
202102,93436,-0.14874047,-0.14624391
202310,38703,-0.031376459,-0.14624217
201104,86783,0.0801082179,-0.14604698
202301,82642,0.1132626679,-0.14603342
202305,15488,-0.187942086,-0.14559148
202003,89393,0.0162324529,-0.14547616
202307,85631,0.0315686406,-0.14530766
202308,11990,0.0560422743,-0.14509828
202309,28484,-0.011177023,-0.14496726
202311,77274,-0.02910082,-0.14481115
202307,61241,-0.00019837700000000045,-0.14469807
202003,60628,-0.137731232,-0.14469226
202312,64186,0.1394918693,-0.14452156
202302,49154,-0.018271612,-0.1444322
202309,75241,-0.031787034,-0.14437884
202303,14541,0.0112659535,-0.14435562
201509,13928,-0.024211646999999996,-0.14422941
202302,12490,-0.031456059,-0.1440975
202311,88949,-0.0025203459999999997,-0.14397448
201509,70332,-0.152556613,-0.14394554
202309,89393,-0.133611904,-0.14393495
202107,75241,-0.105525531,-0.14379856
202310,77274,0.0433384082,-0.1437941
202301,73139,0.0346201357,-0.14378206
202308,78975,0.0543430427,-0.14371412
201406,76614,-0.079782352,-0.14336216
201604,91103,-0.234814314,-0.14324568
202312,76744,0.1424828304,-0.14323425
202305,78987,0.0327475047,-0.14311123
202304,11850,0.0756536793,-0.14310181
202309,18576,-0.030554455,-0.14309208
202311,59408,0.1622666567,-0.14305894
202304,12060,0.0317510735,-0.14304614
202304,78975,-0.005967251,-0.1429666
202101,15850,-0.075038826,-0.14281882
202305,89525,-0.052427667,-0.14274369
202303,70578,0.0383778116,-0.14239314
202301,92602,0.026437742300000004,-0.1422992
202308,13407,-0.075780576,-0.14223509
202311,57665,0.0685784966,-0.1420986
202307,38703,0.0770370083,-0.14202487
202301,76076,0.026096952700000002,-0.14181437
202301,92221,0.3929004815,-0.14174728
202307,77357,0.0331426466,-0.14172857
202305,28484,-0.130375131,-0.14172211
202303,13901,-0.022337914,-0.14165929
202307,93002,0.0314914154,-0.14154564
202303,66800,-0.174275829,-0.14129595
202307,53613,0.1285216825,-0.14126046
202310,11850,-0.104461888,-0.14113021
202012,75186,0.0872309225,-0.14108524
202302,90319,-0.092230426,-0.14103258
202312,22752,0.0670309199,-0.1408694
202303,13511,0.0567599884,-0.14078388
202311,92203,0.131108731,-0.14060542
202308,12060,-0.002574219000000001,-0.14041048
202308,75186,-0.105861528,-0.14035447
202303,84723,-0.0019474660000000001,-0.14035134
202305,92257,0.0864583416,-0.1402253
202303,73139,0.0851857452,-0.14000264
202312,77357,-0.05643262899999999,-0.13992634
202301,77702,0.096701644,-0.1396102
202308,13511,-0.031144276,-0.13958855
202211,13511,-0.012749073000000001,-0.13958132
202310,77037,-0.084086055,-0.13950923
202304,15488,-0.002709935,-0.13940032
202304,13901,0.0612691488,-0.13931847
202303,77357,0.0582264489,-0.1391933
202312,85631,0.1103820635,-0.13918684
201406,89393,0.0544958971,-0.1391549
202303,48506,0.0510958297,-0.13913126
202310,66093,0.0390749103,-0.13910162
202307,14542,0.0958554538,-0.13902636
201101,41080,-0.037642086,-0.13891335
202307,12490,0.072997907,-0.13891296
202302,71563,-0.042274239,-0.13888966
202306,80320,0.0373289517,-0.13877898
202312,18726,0.0730450434,-0.13861606
202308,19561,-0.06654734,-0.13854456
202301,77605,-0.003932255000000001,-0.13852721
202006,14231,0.0709467547,-0.13846776
201909,12872,0.23270520629999997,-0.13833673
202309,13511,-0.040715949,-0.13831857
202307,75186,0.1616961526,-0.13819034
202309,75510,-0.092689941,-0.13813634
202302,14542,-0.099224569,-0.13801299
202310,61241,-0.046715169,-0.13798703
202009,61241,-0.097325301,-0.13784333
202302,89269,-0.106233115,-0.13765284
202302,20482,-0.083273376,-0.13757037
202310,92108,-0.135276819,-0.13755085
202301,62092,0.0321643759,-0.13746655
202310,89525,-0.066946263,-0.13740635
202303,78975,0.0913211493,-0.13736889
201903,53613,0.0091078463,-0.1373303
202305,84788,0.1398803754,-0.13724282
202302,66157,-0.04496626,-0.13723369
202311,76744,-0.024559587,-0.13718626
202311,52695,0.0753719806,-0.13714358
202311,89393,0.1468788683,-0.13712753
202309,78975,-0.061275685,-0.13709077
202307,59176,-0.031595247,-0.13705996
202304,14541,0.029718912800000004,-0.1369531
202302,92602,-0.069977084,-0.1368497
202308,86868,-0.07590249,-0.1368119
202302,60442,-0.048796812,-0.13679342
202305,85269,-0.061243652,-0.13674103
202308,13628,0.0265799778,-0.13673753
202312,48653,-0.058264008,-0.13668919
202103,27828,0.1026510447,-0.13663533
202309,90505,-0.168718533,-0.13661699
202311,64186,-0.154205963,-0.13661675
202305,11403,0.098858857,-0.13642699
202103,12872,-0.020688342,-0.13630985
202303,17478,0.0068630031,-0.13627154
201907,12872,0.0072266697,-0.13625418
202303,87842,-0.195848762,-0.13621509
202310,18726,0.0513998879,-0.13618994
202309,13407,0.0102999407,-0.13617158
202305,11850,-0.132465942,-0.13597628
201908,79678,0.0365616056,-0.13590577
202302,77338,0.0046843875,-0.13558942
202301,92257,-0.005862339999999999,-0.13557866
201101,82800,-0.08052679,-0.13540207
202302,91233,-0.04471138,-0.1352732
202302,87267,-0.095311368,-0.13527
202308,12591,0.069664696,-0.13523214
202303,10696,-0.021499014000000004,-0.13521597
202303,92402,0.0682950033,-0.13515344
202307,13911,-0.008993526,-0.13505273
202303,11403,0.0852877064,-0.13496327
202003,85631,-0.183508702,-0.13492513
202302,90505,-0.029332182999999998,-0.1348945
202311,15408,0.12433496120000001,-0.13483012
202311,13901,0.0421522222,-0.13479659
202309,60506,0.028875304500000004,-0.13458273
202301,19350,-0.017307288999999997,-0.13453491
202307,26403,-0.008868272999999998,-0.13450122
202305,17942,-0.051918040000000006,-0.13450071
202211,93132,-0.072879005,-0.13448374
202312,18542,0.1749837083,-0.13443583
202311,14338,0.1021135971,-0.13436903
202304,92257,-0.0020582670000000008,-0.13436322
202310,64186,0.0761543488,-0.13434464
202304,13628,-0.102270186,-0.13424268
202304,17478,0.0481576208,-0.13419081
202309,85631,-0.072021002,-0.13410516
202308,66800,-0.033697052,-0.13408749
202310,47896,-0.038557446,-0.13405338
202305,38703,0.0054566389,-0.13405205
201601,76614,-0.226268334,-0.13403477
202308,19393,-0.013183020999999998,-0.13403301
202107,16932,-0.06737072,-0.13397959
202307,59328,0.0651770921,-0.13397221
202308,60506,-0.045948932,-0.13394675
201010,90505,0.3163993823,-0.13376763
202103,15850,-0.101210341,-0.1337663
202307,46886,0.0551470758,-0.13375923
202304,90215,-0.010557782,-0.13374744
202211,14593,-0.036028981,-0.13366817
202304,85913,0.0163747478,-0.13345869
202302,13356,0.0299100744,-0.13335398
202302,77605,0.0067621887,-0.13313873
202303,14593,0.1150485961,-0.13309227
202302,92402,-0.018506428,-0.13307348
202301,87267,0.067877188,-0.1330658
202303,48486,0.0907087265,-0.13291226
202002,86580,0.1417599226,-0.13286121
202309,13628,-0.12556787,-0.13283026
202301,79678,-0.003238777,-0.13281798
202306,77178,0.0456428646,-0.13277732
202307,14541,0.035601666,-0.13276647
202012,11850,0.080938557,-0.1325538
202011,86580,0.0691117736,-0.13253574
202307,66157,0.196468504,-0.13226146
201904,14702,0.1090951545,-0.1322113
202302,12052,-0.025497288,-0.1320967
202309,12872,0.05572656,-0.13207623
202301,12308,0.12982347570000002,-0.13206264
201010,75034,0.093092488,-0.13194135
202103,13356,-0.018181843999999996,-0.1319319
202303,77178,0.0352569832,-0.13187066
202308,13901,-0.030920013999999996,-0.13184014
201108,89533,0.0066673647,-0.13175371
202305,78975,-0.059529757999999995,-0.13174
202312,87267,0.0829835368,-0.13172185
202012,26403,0.2240064757,-0.13149269
202302,11403,0.0518972741,-0.1314174
202309,11990,-0.023564494999999998,-0.13134255
201005,90505,-0.055610901000000004,-0.13133839
202305,82642,-0.25501862,-0.13124941
202307,90319,0.1042719649,-0.13124192
202303,19561,0.050381591,-0.13123424
202307,14593,0.0082854599,-0.13121597
202302,12308,-0.046854535,-0.13101709
202305,89393,0.1943208291,-0.13097562
202301,20482,0.0080675572,-0.1309734
202305,76709,-0.05925266299999999,-0.130896
202309,23660,-0.05023689399999999,-0.13089411
202309,86783,-0.011089009999999998,-0.13083073
202305,60442,-0.114310159,-0.13077502
202301,88031,0.02161576,-0.13072582
202302,62148,-0.013749298000000002,-0.13068785
202303,61241,0.2436639382,-0.13067806
202307,86783,0.0956618207,-0.13066465
202301,92611,0.1045574319,-0.13064797
201103,77178,-0.079824737,-0.1306477
202308,14541,-0.010915725,-0.13061492
202105,15850,-0.078712329,-0.1305631
201807,13447,0.0186354342,-0.13054192
202304,60871,-0.091422096,-0.13052702
202308,11403,0.0229774935,-0.13041614
202309,17144,-0.058541825,-0.13035367
202212,12622,-0.0020511220000000007,-0.13032927
202309,61399,-0.102529781,-0.13012016
202012,59408,0.0826414617,-0.1299044
202008,15826,0.2287023829,-0.12986231
202312,69032,0.1710214598,-0.12983193
