date,permno,predicted
202312,65875,-0.20498225
202302,93132,-0.20452589
202303,85269,-0.20419654
202302,21207,-0.20383796
202303,76709,-0.20330337
202303,26403,-0.20303729
202303,49154,-0.20248905
202310,85269,-0.20187154
202212,15488,-0.20140803
202303,90215,-0.20127825
202308,75825,-0.20092012
202012,81055,-0.20076996
202310,28484,-0.20057768
202003,61241,-0.20007627
202305,92108,-0.1998582
202307,89393,-0.19975436
202311,66093,-0.1993449
202307,75825,-0.19920053
202309,78987,-0.19918579
202312,89525,-0.19870304
202309,77661,-0.198427
201911,12872,-0.19825472
202309,91556,-0.19726636
202305,75241,-0.19726425
202312,75825,-0.1972443
201903,89393,-0.19667254
202310,66157,-0.19600444
202307,90215,-0.19566517
202310,22592,-0.19560981
202308,34833,-0.19560607
202303,75825,-0.19495922
202302,86783,-0.19488518
202308,22592,-0.19487312
202308,12369,-0.19476455
202308,13356,-0.194374
202310,75186,-0.19435856
202305,75825,-0.19421585
202305,11990,-0.19418998
202304,75825,-0.19414888
202312,57665,-0.19413865
202301,14702,-0.19393143
202310,34833,-0.1927977
202301,88352,-0.19273868
202309,38156,-0.1922392
202303,89525,-0.19211224
202301,22103,-0.19162893
202311,47896,-0.19155273
202308,26403,-0.19120058
202312,15488,-0.19089837
202303,12060,-0.1908195
202304,26403,-0.19077349
202305,14702,-0.19056477
202303,13356,-0.18998337
202310,12872,-0.18990569
202312,12369,-0.18984947
202303,91152,-0.18954544
202312,12060,-0.18924518
202303,92108,-0.18872617
202312,25785,-0.18849745
201904,89393,-0.18844293
202311,48653,-0.18842308
202310,48653,-0.18841761
202301,90664,-0.18837099
202304,81774,-0.18792887
202303,11850,-0.18781605
202312,75186,-0.18778779
202311,12308,-0.18776223
202302,90664,-0.1875237
202312,22592,-0.1875092
202311,75186,-0.18750407
202303,85913,-0.18750067
202304,90664,-0.18723999
202312,25232,-0.18639971
202011,13628,-0.18624304
202311,85269,-0.18614401
202312,82800,-0.18583886
202303,34817,-0.18575577
202312,13407,-0.18574122
202304,34817,-0.18568902
202312,66093,-0.18537271
202301,46886,-0.18534197
202304,57665,-0.18522374
202302,78987,-0.18511626
202308,89393,-0.18510692
202304,22592,-0.18500482
202310,18542,-0.18481459
202306,13407,-0.18430991
202303,15826,-0.18426023
202312,19561,-0.18419938
202312,77661,-0.18410103
202312,12872,-0.183946
202310,13407,-0.18353936
202311,60628,-0.18342093
202304,18428,-0.18271495
202303,59176,-0.18264723
202309,34817,-0.18256594
202310,75241,-0.18234023
202309,85269,-0.18218292
202301,21207,-0.18209979
202310,76841,-0.18159878
202310,49154,-0.18127494
202310,78987,-0.18093102
202311,26403,-0.18091479
202302,46886,-0.18091163
202307,13628,-0.1807818
202309,93436,-0.18019672
202302,36468,-0.17984827
202312,12622,-0.17946313
202303,60628,-0.17925918
202310,88182,-0.17902616
202312,12308,-0.17898262
202312,21936,-0.17888218
202311,82800,-0.17881614
201108,66800,-0.17847432
202310,15408,-0.17807877
202111,75241,-0.17798981
202309,12591,-0.17752391
202311,25232,-0.177461
202308,75241,-0.17679699
202303,86580,-0.1763174
202310,14338,-0.17606077
202307,11990,-0.17596817
202306,34833,-0.1756937
202302,13928,-0.1755751
202309,13356,-0.17550562
202308,14702,-0.17535608
202311,92221,-0.17534922
202303,76614,-0.17529385
202302,93002,-0.17522472
202308,28484,-0.17505893
202305,13356,-0.17496759
202311,25785,-0.17482747
202312,11403,-0.17463787
202304,85269,-0.17463182
201905,75828,-0.17459552
202307,78975,-0.17453799
202302,59328,-0.1745216
202309,61241,-0.173532
202305,26403,-0.17330122
202310,85631,-0.17300834
202303,92221,-0.17294629
202308,92257,-0.17288674
202308,81055,-0.17288159
202308,48486,-0.17252484
202009,15826,-0.17227691
202305,46886,-0.1722269
202304,13356,-0.17221326
202310,92203,-0.17176858
202304,53613,-0.17171754
202311,75241,-0.17162517
202303,34833,-0.17133884
202310,26403,-0.17127888
202310,11990,-0.17106277
202301,12872,-0.17090835
202302,12558,-0.17086984
202301,14541,-0.1708
202310,12591,-0.17060949
202305,47896,-0.17048717
202310,91556,-0.17040142
202302,11850,-0.17025077
202306,85269,-0.16988757
201105,86783,-0.16977972
202309,92108,-0.16976736
202311,85631,-0.16955066
202311,22592,-0.16930263
202303,89393,-0.16929434
201509,75034,-0.16920973
202302,12369,-0.16919929
202304,76709,-0.16918094
202308,84788,-0.16887988
202304,48486,-0.168734
202306,92257,-0.16825837
202307,13407,-0.16824591
202308,81774,-0.16810873
202308,61241,-0.16793902
202308,92108,-0.16780402
202104,93436,-0.16769466
202305,12558,-0.16769429
202312,26403,-0.16753693
201101,66800,-0.16752963
202308,79678,-0.167344
202301,19561,-0.16710904
202301,36468,-0.16710053
202302,18312,-0.16692388
202308,34817,-0.16686259
202101,16595,-0.16664867
202302,64311,-0.16603
202311,49154,-0.16599225
202310,17144,-0.16595007
202301,91233,-0.16572747
202301,15488,-0.1654864
202311,12060,-0.16526368
202310,87842,-0.16524483
202306,90215,-0.16511278
201912,77702,-0.16499363
201511,79906,-0.16466598
202302,57665,-0.16463307
202310,93436,-0.16441244
202301,90319,-0.164258
201905,86580,-0.16423112
202301,92402,-0.16415747
202305,77274,-0.16410607
202311,12872,-0.16399182
202309,92221,-0.16379625
202301,59176,-0.16378765
202307,93436,-0.16375335
202312,87842,-0.16365315
202311,92402,-0.1636368
202302,76614,-0.1635341
202308,14714,-0.1633998
202302,62092,-0.16339152
202302,59176,-0.1629862
202302,26403,-0.1629201
202312,49154,-0.16270103
202304,12558,-0.16237749
202309,64186,-0.16215448
202311,77357,-0.16192843
202302,88352,-0.16176887
202303,11990,-0.16176574
201810,83111,-0.16164954
202301,14542,-0.16119663
202307,92257,-0.16095687
202309,76709,-0.16082147
202311,75510,-0.16080572
202310,12060,-0.16066937
202306,93436,-0.16050659
202103,13928,-0.16046038
202306,88949,-0.16038924
202311,12591,-0.16023146
202303,91233,-0.1601246
202312,75510,-0.15990222
202307,10104,-0.15973839
202101,17830,-0.15970357
202302,12872,-0.15946768
202311,81055,-0.15921485
202307,59408,-0.15913703
202211,78975,-0.15907952
202310,19654,-0.15906355
202312,60442,-0.15896022
202307,48486,-0.15880977
202009,14295,-0.15850379
202308,13928,-0.15830013
202312,89393,-0.15824926
202303,71563,-0.15823856
202303,15488,-0.15801086
202211,61399,-0.15783767
202309,48653,-0.15768494
202307,11403,-0.15759592
202307,77037,-0.1574118
202308,38156,-0.15726279
202012,13928,-0.15721591
202309,26403,-0.1570143
202311,22752,-0.1569691
202306,13911,-0.15686956
202309,15488,-0.15684907
202307,14702,-0.15683077
202302,87447,-0.15680638
202305,57665,-0.15670906
202307,71563,-0.15667097
202304,46886,-0.1566261
202107,92221,-0.15650514
202311,11403,-0.15644184
202308,85631,-0.15643586
202302,60628,-0.1558185
202304,86783,-0.15574287
202307,64186,-0.15551691
201905,14702,-0.15551184
202302,89525,-0.15519725
202312,77274,-0.15517843
202302,91556,-0.1551549
202310,60628,-0.15515222
202302,48725,-0.15494305
202309,10104,-0.15490976
202011,12060,-0.15488617
202101,14295,-0.15485294
202307,75510,-0.15460473
202307,79678,-0.1544201
202101,16140,-0.15436627
202212,66157,-0.15416764
201108,84788,-0.15401363
202301,10696,-0.15400349
202311,91556,-0.15388538
201405,76614,-0.15363386
202306,13928,-0.15360142
202301,57904,-0.15350936
202303,60871,-0.15346615
202311,18542,-0.15327296
202305,59408,-0.15311038
202312,85269,-0.15307951
202010,86580,-0.15295492
202307,78987,-0.15278114
202303,88352,-0.15253414
202309,86580,-0.15241385
202308,75510,-0.15235613
201905,89393,-0.15228616
202009,86580,-0.15203981
202103,16140,-0.15195093
202303,93002,-0.15186524
202303,53613,-0.15161687
202301,76744,-0.15155868
202311,11990,-0.15153992
202308,10104,-0.15153793
202304,13511,-0.15142334
202312,71563,-0.15132505
202302,18542,-0.15127169
202302,28484,-0.15109554
202302,12060,-0.15097643
202301,91556,-0.15075229
201810,12060,-0.15072396
202307,14714,-0.150704
202102,92221,-0.15069619
202307,34817,-0.1503626
202303,17830,-0.15028867
201810,76614,-0.15028445
202305,12060,-0.15021129
202305,86783,-0.15018333
202306,48486,-0.15015447
202307,92108,-0.1501181
202301,13901,-0.15008533
202301,57665,-0.15005499
202009,92221,-0.15001154
201702,53613,-0.14994428
202307,86580,-0.14990927
201509,14541,-0.14990279
202310,66800,-0.14990203
201809,76614,-0.14945804
201403,93436,-0.14937261
202309,14702,-0.14934324
202303,75241,-0.1492283
202308,76709,-0.1491105
202308,18576,-0.14883937
202102,16932,-0.148801
202306,11990,-0.148651
202302,86580,-0.1486223
202306,81055,-0.1482906
202012,14295,-0.14827408
202308,46886,-0.14823918
202301,93002,-0.1481996
202302,17830,-0.14818573
202311,86783,-0.14804643
202301,17830,-0.14799987
202311,12622,-0.14783505
202108,16932,-0.14779398
202102,11850,-0.14775544
201501,81774,-0.14769079
202308,59176,-0.14753234
201606,76841,-0.14747731
201907,89393,-0.14707114
202302,14541,-0.14694427
202302,22103,-0.1466748
202311,24766,-0.14651048
202101,11850,-0.14647377
202304,93002,-0.14627811
202303,48653,-0.14627595
202102,93436,-0.14624391
202310,38703,-0.14624217
201104,86783,-0.14604698
202301,82642,-0.14603342
202305,15488,-0.14559148
202003,89393,-0.14547616
202307,85631,-0.14530766
202308,11990,-0.14509828
202309,28484,-0.14496726
202311,77274,-0.14481115
202307,61241,-0.14469807
202003,60628,-0.14469226
202312,64186,-0.14452156
202302,49154,-0.1444322
202309,75241,-0.14437884
202303,14541,-0.14435562
201509,13928,-0.14422941
202302,12490,-0.1440975
202311,88949,-0.14397448
201509,70332,-0.14394554
202309,89393,-0.14393495
202107,75241,-0.14379856
202310,77274,-0.1437941
202301,73139,-0.14378206
202308,78975,-0.14371412
201406,76614,-0.14336216
201604,91103,-0.14324568
202312,76744,-0.14323425
202305,78987,-0.14311123
202304,11850,-0.14310181
202309,18576,-0.14309208
202311,59408,-0.14305894
202304,12060,-0.14304614
202304,78975,-0.1429666
202101,15850,-0.14281882
202305,89525,-0.14274369
202303,70578,-0.14239314
202301,92602,-0.1422992
202308,13407,-0.14223509
202311,57665,-0.1420986
202307,38703,-0.14202487
202301,76076,-0.14181437
202301,92221,-0.14174728
202307,77357,-0.14172857
202305,28484,-0.14172211
202303,13901,-0.14165929
202307,93002,-0.14154564
202303,66800,-0.14129595
202307,53613,-0.14126046
202310,11850,-0.14113021
202012,75186,-0.14108524
202302,90319,-0.14103258
202312,22752,-0.1408694
202303,13511,-0.14078388
202311,92203,-0.14060542
202308,12060,-0.14041048
202308,75186,-0.14035447
202303,84723,-0.14035134
202305,92257,-0.1402253
202303,73139,-0.14000264
202312,77357,-0.13992634
202301,77702,-0.1396102
202308,13511,-0.13958855
202211,13511,-0.13958132
202310,77037,-0.13950923
202304,15488,-0.13940032
202304,13901,-0.13931847
202303,77357,-0.1391933
202312,85631,-0.13918684
201406,89393,-0.1391549
202303,48506,-0.13913126
202310,66093,-0.13910162
202307,14542,-0.13902636
201101,41080,-0.13891335
202307,12490,-0.13891296
202302,71563,-0.13888966
202306,80320,-0.13877898
202312,18726,-0.13861606
202308,19561,-0.13854456
202301,77605,-0.13852721
202006,14231,-0.13846776
201909,12872,-0.13833673
202309,13511,-0.13831857
202307,75186,-0.13819034
202309,75510,-0.13813634
202302,14542,-0.13801299
202310,61241,-0.13798703
202009,61241,-0.13784333
202302,89269,-0.13765284
202302,20482,-0.13757037
202310,92108,-0.13755085
202301,62092,-0.13746655
202310,89525,-0.13740635
202303,78975,-0.13736889
201903,53613,-0.1373303
202305,84788,-0.13724282
202302,66157,-0.13723369
202311,76744,-0.13718626
202311,52695,-0.13714358
202311,89393,-0.13712753
202309,78975,-0.13709077
202307,59176,-0.13705996
202304,14541,-0.1369531
202302,92602,-0.1368497
202308,86868,-0.1368119
202302,60442,-0.13679342
202305,85269,-0.13674103
202308,13628,-0.13673753
202312,48653,-0.13668919
202103,27828,-0.13663533
202309,90505,-0.13661699
202311,64186,-0.13661675
202305,11403,-0.13642699
202103,12872,-0.13630985
202303,17478,-0.13627154
201907,12872,-0.13625418
202303,87842,-0.13621509
202310,18726,-0.13618994
202309,13407,-0.13617158
202305,11850,-0.13597628
201908,79678,-0.13590577
202302,77338,-0.13558942
202301,92257,-0.13557866
201101,82800,-0.13540207
202302,91233,-0.1352732
202302,87267,-0.13527
202308,12591,-0.13523214
202303,10696,-0.13521597
202303,92402,-0.13515344
202307,13911,-0.13505273
202303,11403,-0.13496327
202003,85631,-0.13492513
202302,90505,-0.1348945
202311,15408,-0.13483012
202311,13901,-0.13479659
202309,60506,-0.13458273
202301,19350,-0.13453491
202307,26403,-0.13450122
202305,17942,-0.13450071
202211,93132,-0.13448374
202312,18542,-0.13443583
202311,14338,-0.13436903
202304,92257,-0.13436322
202310,64186,-0.13434464
202304,13628,-0.13424268
202304,17478,-0.13419081
202309,85631,-0.13410516
202308,66800,-0.13408749
202310,47896,-0.13405338
202305,38703,-0.13405205
201601,76614,-0.13403477
202308,19393,-0.13403301
202107,16932,-0.13397959
202307,59328,-0.13397221
202308,60506,-0.13394675
201010,90505,-0.13376763
202103,15850,-0.1337663
202307,46886,-0.13375923
202304,90215,-0.13374744
202211,14593,-0.13366817
202304,85913,-0.13345869
202302,13356,-0.13335398
202302,77605,-0.13313873
202303,14593,-0.13309227
202302,92402,-0.13307348
202301,87267,-0.1330658
202303,48486,-0.13291226
202002,86580,-0.13286121
202309,13628,-0.13283026
202301,79678,-0.13281798
202306,77178,-0.13277732
202307,14541,-0.13276647
202012,11850,-0.1325538
202011,86580,-0.13253574
202307,66157,-0.13226146
201904,14702,-0.1322113
202302,12052,-0.1320967
202309,12872,-0.13207623
202301,12308,-0.13206264
201010,75034,-0.13194135
202103,13356,-0.1319319
202303,77178,-0.13187066
202308,13901,-0.13184014
201108,89533,-0.13175371
202305,78975,-0.13174
202312,87267,-0.13172185
202012,26403,-0.13149269
202302,11403,-0.1314174
202309,11990,-0.13134255
201005,90505,-0.13133839
202305,82642,-0.13124941
202307,90319,-0.13124192
202303,19561,-0.13123424
202307,14593,-0.13121597
202302,12308,-0.13101709
202305,89393,-0.13097562
202301,20482,-0.1309734
202305,76709,-0.130896
202309,23660,-0.13089411
202309,86783,-0.13083073
202305,60442,-0.13077502
202301,88031,-0.13072582
202302,62148,-0.13068785
202303,61241,-0.13067806
202307,86783,-0.13066465
202301,92611,-0.13064797
201103,77178,-0.1306477
202308,14541,-0.13061492
202105,15850,-0.1305631
201807,13447,-0.13054192
202304,60871,-0.13052702
202308,11403,-0.13041614
202309,17144,-0.13035367
202212,12622,-0.13032927
202309,61399,-0.13012016
202012,59408,-0.1299044
202008,15826,-0.12986231
202312,69032,-0.12983193
202303,18592,-0.12971619
202012,71563,-0.1296791
202311,13928,-0.12960412
202310,78975,-0.1295827
202301,13721,-0.12955898
201703,79906,-0.12952046
202301,10145,-0.12945822
202204,34833,-0.12944299
202301,66181,-0.12942456
202303,12591,-0.12935252
202305,52038,-0.1292602
201101,60506,-0.12914135
202012,92221,-0.12909615
202304,19393,-0.12908503
202310,13901,-0.12905376
202302,17478,-0.12901932
202309,13928,-0.12901452
202309,19393,-0.12900479
201702,77274,-0.12899818
202303,15579,-0.12882161
202212,93096,-0.12877208
201807,81774,-0.12869819
202302,92257,-0.12863243
202306,18312,-0.12861347
202311,77178,-0.12859751
202311,78975,-0.12858051
202307,80320,-0.12857619
202312,19393,-0.1285337
202310,92402,-0.12840413
202310,13721,-0.12840192
202301,61399,-0.12833948
202309,48486,-0.1283236
202304,82642,-0.12831838
201907,18411,-0.12829186
202308,77357,-0.12822576
202301,76614,-0.12815899
202302,18592,-0.12807083
201007,59176,-0.1280388
202306,78975,-0.12790816
202311,13356,-0.1277999
202309,18542,-0.12769394
202303,76744,-0.12769035
202105,81774,-0.12767828
202312,17750,-0.12764029
202301,12558,-0.12762897
202111,11786,-0.12758647
202310,12490,-0.12737577
202308,71563,-0.12737332
202310,57665,-0.12733728
201103,89533,-0.12730017
202302,66181,-0.1272843
202102,19502,-0.12728068
202302,57904,-0.12727197
202012,47896,-0.12722707
201108,76226,-0.12718324
202310,38156,-0.1269999
202303,87657,-0.1269544
201410,53613,-0.12692636
202306,13628,-0.12686707
202307,47896,-0.1268658
202308,77274,-0.12682599
202311,10104,-0.12679453
201108,88661,-0.12676676
202310,61399,-0.12668566
202308,11850,-0.12666458
201809,12060,-0.12661688
202303,36468,-0.12660564
202302,73139,-0.12655613
202302,13511,-0.12641178
202307,22752,-0.12639304
202301,21178,-0.1263035
202303,13788,-0.12625441
202306,75825,-0.12614039
202311,59176,-0.12609994
202310,86136,-0.12605476
202305,19393,-0.12601244
201011,88991,-0.12594295
202305,14541,-0.12590188
201407,93436,-0.1259006
202307,21776,-0.12583435
202301,11955,-0.12583362
202306,77274,-0.12576883
202308,49154,-0.12574226
202302,85913,-0.12573314
202308,38703,-0.12571286
202012,13901,-0.12565878
202306,89393,-0.12565547
202302,59459,-0.12561741
202301,85269,-0.12557712
201511,76744,-0.1254676
201404,76614,-0.12544157
201510,13928,-0.12544079
202310,86783,-0.12538257
202309,21936,-0.12533398
202301,48725,-0.12528804
202303,38703,-0.1252836
202304,91233,-0.1252328
202305,91233,-0.12520859
202312,75241,-0.12518461
202311,93436,-0.12513563
202303,66157,-0.125011
201509,89393,-0.12500337
201909,18411,-0.124958545
202304,12490,-0.12495655
202303,13447,-0.12493841
202311,86580,-0.124768004
202308,14593,-0.124737605
202310,75510,-0.12461594
202310,14541,-0.12458004
202302,13901,-0.12451705
202312,81055,-0.124468625
202302,43449,-0.12442671
202303,18542,-0.12442616
202304,92203,-0.12423588
202312,92203,-0.12414421
202303,10107,-0.12412289
202308,86580,-0.124094486
202312,91556,-0.124079496
202308,93002,-0.12392628
202012,14541,-0.123914495
202310,12369,-0.123827666
202305,14593,-0.1238175
202012,86868,-0.12379299
202306,14702,-0.12371665
202309,92257,-0.12359001
201903,14702,-0.123568684
202311,87842,-0.12351048
202310,25785,-0.12345803
202211,64311,-0.1234204
202304,64936,-0.123383
202312,27959,-0.1233667
202312,24205,-0.12334818
202303,19393,-0.123291254
201810,13447,-0.123277366
202304,21207,-0.123265594
202305,18312,-0.12317684
202310,18576,-0.12304406
202307,70578,-0.123028025
202305,60506,-0.122923166
202305,59176,-0.12279682
201509,75825,-0.12276174
202309,90215,-0.122740194
202307,66800,-0.12272878
202212,48725,-0.12266667
202311,15579,-0.122634605
202307,17478,-0.12255353
202303,65875,-0.12243259
201509,11850,-0.12242067
202302,90215,-0.12238929
202310,77178,-0.12231439
202310,22752,-0.122254536
202001,25785,-0.12221943
202001,12369,-0.12209241
202311,10145,-0.12202318
202302,75510,-0.12188056
202302,53613,-0.121802464
202306,53613,-0.12176606
202304,14593,-0.12169635
202111,75825,-0.12169565
202311,12369,-0.12167542
202312,13901,-0.12164779
201905,76744,-0.12162471
202110,75241,-0.1216159
201509,93436,-0.12156469
202311,13447,-0.12155838
202306,76709,-0.12151946
202001,86580,-0.121474996
202311,77037,-0.12142192
201008,90505,-0.121377915
202312,88352,-0.121348515
202307,12060,-0.12126756
201512,79906,-0.12120223
202310,41355,-0.121173576
201511,70332,-0.1211717
202304,17942,-0.121145785
202312,17830,-0.1210971
201901,91103,-0.12109311
201509,88031,-0.12106268
201103,75034,-0.1210382
202301,15408,-0.12090406
201408,76614,-0.12087466
202307,92221,-0.12086545
202306,12490,-0.120863035
202305,60628,-0.12079424
201807,12060,-0.12079364
202303,92257,-0.12075274
201104,75034,-0.12068719
202308,12872,-0.12059243
202312,81540,-0.120568946
202307,91233,-0.120478675
202311,41355,-0.12045494
201904,76744,-0.120303184
201210,69032,-0.12025657
202302,89006,-0.1202057
202311,13721,-0.12018941
202302,76744,-0.12007488
202312,14338,-0.120068446
202306,15488,-0.12004247
202308,77661,-0.1199301
202308,90319,-0.11991532
202012,38703,-0.11978692
202305,85913,-0.11974175
202305,90215,-0.1197391
202306,89525,-0.119709626
202302,13911,-0.1197049
202308,70578,-0.119642764
202301,87432,-0.11955482
202310,65875,-0.11951357
202303,64311,-0.11951107
202311,60506,-0.11950803
202301,11403,-0.11946349
201810,17005,-0.11939922
201509,79906,-0.11931597
202305,75510,-0.11927079
202302,11955,-0.11924671
202309,76744,-0.11920963
202308,14542,-0.11910422
202301,18542,-0.11897047
202309,46886,-0.11896837
202306,47896,-0.11892812
202311,18576,-0.11891161
202310,14008,-0.1189076
202306,14593,-0.118787944
202003,12060,-0.11878537
202304,12872,-0.118781134
202008,14231,-0.118765965
202301,28222,-0.118761584
201902,79678,-0.11869459
202303,77702,-0.11868122
202301,75510,-0.11861034
202302,76841,-0.118593976
202303,92611,-0.11858833
202306,71563,-0.11858265
202310,15579,-0.11848417
202310,21936,-0.11845927
202010,61241,-0.11844368
202206,46886,-0.11834878
202311,88352,-0.118236095
202006,15826,-0.1182325
202312,17005,-0.11810762
202011,13379,-0.118100725
202302,10696,-0.11809905
202301,69796,-0.11808515
201512,14008,-0.11803668
202311,59328,-0.11801655
202311,64311,-0.11795929
202308,65875,-0.117937274
202212,87447,-0.11779861
202212,91937,-0.1177617
202312,92402,-0.117753424
202302,70578,-0.11771603
202306,14542,-0.11769886
202310,23660,-0.117674895
202306,11403,-0.11766081
202308,60442,-0.11765709
201812,66800,-0.11753065
202312,78975,-0.11749099
202302,19561,-0.11744289
202305,79678,-0.11734147
202212,84723,-0.11729521
202008,14295,-0.117242485
202303,77605,-0.11723636
202311,78987,-0.11722717
202310,60442,-0.11722676
202305,13511,-0.117194764
202306,70578,-0.11719445
201903,75828,-0.117066905
202206,18312,-0.117062844
202306,79678,-0.11696451
202307,60506,-0.11690446
201707,76841,-0.11689869
201511,75034,-0.11689666
202302,87657,-0.11686554
201411,75241,-0.11676135
201504,76744,-0.116680495
202308,47896,-0.116628505
202303,19350,-0.11651975
202309,12060,-0.116494015
202304,36468,-0.11649202
202312,93002,-0.116402104
202312,21207,-0.116350554
202001,12622,-0.11621316
202310,10104,-0.1162041
202211,13447,-0.116178006
201909,79678,-0.11616655
201904,58683,-0.11613845
202308,23660,-0.11613798
202301,75186,-0.1160484
202310,59328,-0.11601592
202302,76076,-0.11600215
202308,48725,-0.115999416
202312,86868,-0.115976945
202106,12872,-0.115965724
202305,81774,-0.11596554
202307,24205,-0.115960054
201010,84032,-0.115932554
202304,77357,-0.115850575
201910,18411,-0.11584824
202301,34833,-0.115842424
202308,87657,-0.11583831
202105,93436,-0.11573065
202004,53613,-0.11568621
202307,21936,-0.115679115
202112,77037,-0.11558732
201310,53613,-0.11557918
201904,86580,-0.11556442
202203,34833,-0.11555863
202311,34833,-0.11551091
202301,89006,-0.11545636
202103,79678,-0.11544536
201509,59328,-0.11519373
202306,90319,-0.11514251
202309,13911,-0.115050904
202304,48506,-0.11504401
202012,12369,-0.11501863
202301,77357,-0.11499012
202101,88860,-0.11496858
202306,84788,-0.11487827
202303,21776,-0.11482085
202312,87447,-0.11481768
202310,77357,-0.11479209
202311,61241,-0.114791796
202312,86580,-0.11474316
202306,46886,-0.114738174
202301,64311,-0.114685036
202310,19285,-0.11457815
202311,13511,-0.11456729
202010,89393,-0.11454273
202304,60628,-0.114524655
202306,75510,-0.1145226
201212,28484,-0.114500985
202302,61399,-0.1144178
202302,77357,-0.114400536
202303,77338,-0.114348054
202304,88352,-0.114291385
202312,59176,-0.11427835
202306,77357,-0.114241585
202302,66093,-0.114228584
202311,21936,-0.114203624
201909,60628,-0.11414218
202101,48486,-0.11398406
202305,64936,-0.113945566
202307,76709,-0.11394033
201601,11552,-0.11382463
202304,60506,-0.113734834
202304,24205,-0.113671884
202312,13721,-0.1136663
202302,15579,-0.11351604
202307,12308,-0.11350233
201902,89393,-0.11345623
202303,59459,-0.11343262
201104,23819,-0.11335749
201011,75034,-0.113317005
202308,17942,-0.11324038
202311,12490,-0.113203846
202302,11308,-0.11310742
202012,12060,-0.113085456
202304,75241,-0.11302134
202308,22752,-0.112948805
202305,77357,-0.11262549
202303,48725,-0.11260327
202308,15579,-0.11259151
201810,77668,-0.112561494
202310,89393,-0.1125576
201402,89393,-0.112466134
202310,10145,-0.11245274
202302,65875,-0.11242865
201906,89393,-0.11240312
202309,77357,-0.11228369
202308,90505,-0.11218928
202305,25785,-0.112180896
202303,87447,-0.11216821
202301,24205,-0.11209353
201510,14541,-0.11197012
202312,86783,-0.111938424
202308,62148,-0.11185348
201902,53613,-0.11183555
202302,10107,-0.111823834
202306,38703,-0.11182026
202305,17750,-0.111799
202301,15579,-0.11179516
202307,18729,-0.11175822
202302,87842,-0.111694306
202307,19561,-0.1116773
201204,59408,-0.11166525
202306,91233,-0.11150008
201909,17144,-0.11141902
202308,86136,-0.11141192
201910,17144,-0.11138706
202304,61241,-0.111334026
